Query	Hit	Bits
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|545462343|ref|NZ_BATI01000002.1| Pseudomonas alcaligenes NBRC 14159 DNA, contig: PA6002, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|14589963|ref|NC_000961.1| Pyrococcus horikoshii OT3 DNA, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|914873653|ref|NZ_LGYO01000007.1| Acetobacterium bakii strain DSM 8293 contig_7, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|333463422|ref|NZ_GL892007.1| Dysgonomonas mossii DSM 22836 genomic scaffold supercont1.4, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655261373|ref|NZ_AUIH01000040.1| Saccharospirillum impatiens DSM 12546 G565DRAFT_scaffold00035.35_C, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|739696228|ref|NZ_JNUP01000072.1| Spirochaeta lutea contig881, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|20088899|ref|NC_003552.1| Methanosarcina acetivorans str. C2A, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|482908517|ref|NZ_BAGB01000031.1| Nocardia jiangxiensis NBRC 101359, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|983564714|ref|NZ_CP011868.1| Pseudonocardia sp. HH130629-09, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|408372416|ref|NZ_AMRJ01000001.1| Alcanivorax hongdengensis A-11-3 contig1, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|639155057|ref|NZ_AWGA01000068.1| Candidatus Schmidhempelia bombi str. Bimp ctg820001289449, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484197075|ref|NZ_KB822607.1| Pseudomonas thermotolerans DSM 14292 genomic scaffold H165DRAFT_scaffold00009.9, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484080631|ref|NZ_KB899639.1| Succinimonas amylolytica DSM 2873 genomic scaffold F557DRAFT_scaffold00004.4, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|86355669|ref|NC_007761.1| Rhizobium etli CFN 42, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|702865783|ref|NZ_JNYZ01000006.1| Amycolatopsis jejuensis strain NRRL B-24427 contig6.1, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|948045234|ref|NZ_LMFO01000006.1| Paenibacillus sp. Root52 contig_14, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|488684122|ref|NZ_KB850944.1| Clostridium innocuum 2959 genomic scaffold acBRf-supercont1.2, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|414561716|ref|NC_004347.2| Shewanella oneidensis MR-1 chromosome, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|928998795|ref|NZ_BBYR01000078.1| Ideonella sp. 201-F6 DNA, contig: ISCTG078, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|319891290|ref|NC_014925.1| Staphylococcus pseudintermedius HKU10-03, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|960424959|ref|NZ_CYTO01000024.1| Thalassobius sp. CECT 5113 genome assembly Thalassobius_sp._CECT5113_Velvet_Prokka, scaffold 0024, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011685241|ref|NZ_LGCK01000006.1| Leptolinea tardivitalis strain YMTK-2 contig_4, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|738601497|ref|NZ_AONB01000013.1| Nitrincola nitratireducens strain AK23 contig000013, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|257091663|ref|NC_013194.1| Candidatus Accumulibacter phosphatis clade IIA str. UW-1, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|952927133|ref|NZ_LMXN01000002.1| Algoriphagus sp. NH1 contig2, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|567924319|ref|NZ_ALAN01000026.1| Bacillus vireti LMG 21834 contig26, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|851165984|ref|NZ_JMIY01000001.1| Candidatus Methanoperedens nitroreducens strain ANME-2d ANME2D_Contig_1.1, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|740716075|ref|NZ_HG322949.1| Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628 chromosome I	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655040261|ref|NZ_JHYQ01000016.1| Thiothrix lacustris DSM 21227 Q394DRAFT_scaffold00013.13_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|913360984|ref|NZ_LGSS01000004.1| [Clostridium] purinilyticum strain DSM 1384 CLPU_4c, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|224515058|ref|NZ_DS562844.1| Clostridium spiroforme DSM 1552 Scfld_02_1 genomic scaffold, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|514231983|ref|NZ_KE159708.1| Oscillibacter sp. 1-3 genomic scaffold acPPL-supercont1.3, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484080597|ref|NZ_KB899636.1| Succinimonas amylolytica DSM 2873 genomic scaffold F557DRAFT_scaffold00001.1, whole genome shotgun sequence	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|218665024|ref|NC_011761.1| Acidithiobacillus ferrooxidans ATCC 23270, complete genome	76.1411
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|549687642|ref|NC_022528.1| Vibrio nigripulchritudo str. SFn1 chromosome, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754578530|ref|NZ_BAZF01000005.1| Geobacter sp. OR-1 DNA, contig: OR1_contig000005, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|727803197|ref|NZ_JGZN01000006.1| Bifidobacterium saguini DSM 23967 Contig06, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|740587439|ref|NZ_KK069996.1| Brachybacterium phenoliresistens strain W13A50 genomic scaffold V9__scaffold_09, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|114568554|ref|NC_008347.1| Maricaulis maris MCS10, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|760004668|ref|NZ_HG916765.1| Castellaniella defragrans 65Phen complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|512436324|ref|NZ_KE159528.1| Lachnospiraceae bacterium A4 genomic scaffold acPFC-supercont1.10, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483991406|ref|NZ_KB893316.1| Segetibacter koreensis DSM 18137 genomic scaffold B154DRAFT_scaffold_10.11, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652956158|ref|NZ_KE384196.1| Butyrivibrio hungatei NK4A153 genomic scaffold G628DRAFT_scaffold00007.7, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|763332558|ref|NZ_JMCB01000007.1| Hyalangium minutum strain DSM 14724 contig_7, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|294810834|ref|NZ_CM000913.1| Streptomyces clavuligerus ATCC 27064 chromosome, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|738850620|ref|NZ_JRKN01000006.1| Paracoccus halophilus strain JCM 14014 Contig_6, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|943615729|ref|NZ_LIQI01000032.1| Lacinutrix himadriensis strain E4-9a ctg7180000013298, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|403048615|ref|NZ_HE611051.1| Clostridium senegalense JC122 genomic scaffold, scaffold00002, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|942096747|ref|NZ_LIGP01000001.1| Loktanella sp. 1ANDIMAR09 PM06_001, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|110598788|ref|NZ_AASE01000032.1| Chlorobium ferrooxidans DSM 13031 ctg29, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|664146957|ref|NZ_JOJM01000039.1| Streptomyces sp. NRRL B-1347 contig39.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|822639702|ref|NZ_CP011477.1| Spongiibacter sp. IMCC21906, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|759415191|ref|NZ_JSUQ01000004.1| Ponticoccus sp. UMTAT08 contig000004, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737652747|ref|NZ_JPRM01000017.1| Flavobacterium hydatis strain DSM 2063 contig017, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652821057|ref|NZ_JHWS01000002.1| Lachnospiraceae bacterium NC2008 T528DRAFT_scaffold00002.2_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|311744851|ref|NZ_GL538353.1| Listeria grayi DSM 20601 genomic scaffold SCAFFOLD2, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|972346990|ref|NZ_BBWW01000001.1| Leptolyngbya sp. NIES-2104 DNA, contig: contig1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|921288581|ref|NZ_JSVA01000009.1| Roseivirga sp. D-25 D-25_trimmed_contig_9, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484008025|ref|NZ_KB894688.1| Bacillus fordii DSM 16014 genomic scaffold C509DRAFT_scaffold00004.4, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|966453752|ref|NZ_JWID01000011.1| Defluviitalea phaphyphila strain Alg1 scaffold11, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|926395156|ref|NZ_LGED01000203.1| Saccharothrix sp. NRRL B-16348 P442contig35.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671492661|ref|NZ_JONL01000005.1| Desulfovibrio frigidus DSM 17176 BR06DRAFT_scaffold00005.5_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|670504839|ref|NZ_KL662058.1| Desulfobacula sp. TS genomic scaffold TS-69017, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|209401225|ref|NZ_CH672412.1| Idiomarina baltica OS145 scf_1099451322314 genomic scaffold, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737143432|ref|NZ_JPMD01000007.1| Clostridium sulfidigenes strain 113A c7, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|443476140|ref|NZ_ALWB01000059.1| Pseudanabaena biceps PCC 7429 scaffold_00059, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485098790|ref|NZ_KB907546.1| Eudoraea adriatica DSM 19308 genomic scaffold G504DRAFT_scaffold00001.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|947952614|ref|NZ_LMET01000001.1| Aeromicrobium sp. Root472D3 contig_1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|551309379|ref|NZ_ATUD01000007.1| Patulibacter americanus DSM 16676 F593DRAFT_scaffold00007.7_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651374318|ref|NZ_KE386494.1| Caldanaerobius polysaccharolyticus DSM 13641 genomic scaffold CalpoDRAFT_CPK.2, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654833882|ref|NZ_JHZF01000011.1| Pseudooceanicola nanhaiensis DSM 18065 Q344DRAFT_scaffold00001.1_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|428205073|ref|NC_019695.1| Chroococcidiopsis thermalis PCC 7203, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|483967417|ref|NZ_KB891327.1| Thiobacillus thioparus DSM 505 genomic scaffold B058DRAFT_scaffold_3.4, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|386814329|ref|NZ_JH651384.1| Thiothrix nivea DSM 5205 genomic scaffold Thiniscaffold_4, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|557839714|ref|NZ_AWGF01000010.1| Asticcacaulis sp. YBE204 contig00010, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|959926084|ref|NZ_LMTZ01000083.1| Mastigocoleus testarum BC008 Contig-18, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|959926038|ref|NZ_LMTZ01000066.1| Mastigocoleus testarum BC008 Contig-16, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655251452|ref|NZ_KI912185.1| Saccharomonospora paurometabolica YIM 90007 genomic scaffold SacpaDRAFT_SPI.2, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|491336245|ref|NZ_KB850053.1| Acinetobacter sp. NIPH 298 genomic scaffold acLsf-supercont1.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655159915|ref|NZ_JADT01000001.1| Olleya sp. VCSM12 M887DRAFT_scaffold00001.1_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|442610777|ref|NZ_CAPN01000051.1| Pseudoalteromonas luteoviolacea B = ATCC 29581 WGS project CAPN00000000 data, contig 61, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655458259|ref|NZ_AUIT01000011.1| Thermodesulfobacterium hveragerdense DSM 12571 G580DRAFT_scaffold00010.10_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|759537875|ref|NZ_HG322950.1| Pseudomonas knackmussii B13 complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|407785544|ref|NZ_AMRK01000003.1| Celeribacter baekdonensis B30 contig3, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|656058134|ref|NZ_KE386584.1| Budvicia aquatica DSM 5075 = ATCC 35567 genomic scaffold YWEDRAFT_scaffold_16.17, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754798853|ref|NZ_CBVJ010000042.1| Paenibacillus gorillae, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|670502190|ref|NZ_KL661988.1| Desulfobacula sp. TS genomic scaffold TS-28197, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655115929|ref|NZ_KE383868.1| Paenibacillus pinihumi DSM 23905 genomic scaffold H583DRAFT_scaffold00007.7, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|211594009|ref|NZ_CH724117.1| Oceanobacter sp. RED65 scf_1100007010818 genomic scaffold, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|537752464|ref|NZ_AKWY02000004.1| Leptospira noguchii serovar Panama str. CZ214 ctg1134732786310, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|146386164|ref|NZ_AAXG02000015.1| Pseudoflavonifractor capillosus ATCC 29799 B_capillosus-2.0.1_Cont176, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011137687|ref|NZ_CP010535.1| Sediminicola sp. YIK13, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654905900|ref|NZ_JHZJ01000010.1| Brackiella oedipodis DSM 13743 Q335DRAFT_scaffold00004.4_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484066920|ref|NZ_KB898744.1| Thioalkalivibrio sp. AKL11 genomic scaffold D574DRAFT_scaffold00001.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651548973|ref|NZ_KK366017.1| Bacillus sp. UNC41MFS5 genomic scaffold BR30DRAFT_scaffold00001.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|490821604|ref|NZ_KB849212.1| Acinetobacter parvus DSM 16617 = CIP 108168 genomic scaffold acLZw-supercont1.6, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|640242292|ref|NZ_JAGE01000002.1| [Clostridium] josui JCM 17888 K412DRAFT_scf7180000000007_quiver.2_C, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|313681130|ref|NC_014762.1| Sulfuricurvum kujiense DSM 16994, complete genome	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737258789|ref|NZ_KN050796.1| Desulfobacter vibrioformis DSM 8776 genomic scaffold Q366DRAFT_scaffold00005.5, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|209401226|ref|NZ_CH672413.1| Janibacter sp. HTCC2649 scf_1099316001559 genomic scaffold, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|486399859|ref|NZ_KB912942.1| Amycolatopsis benzoatilytica AK 16/65 AmybeDRAFT_scaffold1.1, whole genome shotgun sequence	75.8598
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|938920262|ref|NZ_BBCC01000037.1| Desulfosarcina cetonica JCM 12296 DNA, contig: JCM12296.contig00037, whole genome shotgun sequence	75.5785
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655146998|ref|NZ_AULU01000006.1| Paenibacillus assamensis DSM 18201 H580DRAFT_scaffold00004.4_C, whole genome shotgun sequence	75.8598
